epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,133.999,0.9801,1.50456,0.98372,0.60609,1,0.995,0.36683,1.73369,3.44911,1.05286,0.000608932,0.000608932,0.000608932
15,143.359,1.04518,1.55347,1.04569,0.99435,1,0.995,0.47731,1.82073,3.33777,0.99444,0.000636064,0.000636064,0.000636064
16,152.699,0.97915,1.37048,1.0242,0.88905,1,0.995,0.73774,1.09335,2.97747,0.8546,0.00066082,0.00066082,0.00066082
17,162.067,0.978,1.28749,1.01989,1,0.95994,0.995,0.82053,0.88425,2.98925,0.77984,0.0006832,0.0006832,0.0006832
18,171.568,1.04298,1.36653,1.02374,1,0.99625,0.995,0.71274,1.0677,2.89259,0.79196,0.000703204,0.000703204,0.000703204
19,180.941,1.03369,1.49122,1.04034,0.96925,1,0.995,0.73771,0.99851,2.7548,0.76297,0.000720832,0.000720832,0.000720832
20,190.415,1.07326,1.34691,1.08033,0.97145,1,0.995,0.82079,0.73704,2.52647,0.74972,0.000736084,0.000736084,0.000736084
21,200.027,0.89057,1.21946,0.99689,0.98268,1,0.995,0.82079,0.67128,2.27415,0.76156,0.00074896,0.00074896,0.00074896
22,209.613,0.95374,1.19259,0.98648,0.98676,1,0.995,0.82056,0.71764,2.29207,0.76402,0.00075946,0.00075946,0.00075946
23,219.219,0.89374,1.22205,1.01129,0.98554,1,0.995,0.76061,0.94283,2.24658,0.77228,0.000767584,0.000767584,0.000767584
24,228.519,0.9543,1.12454,0.97609,0.98237,1,0.995,0.78545,0.84469,2.31718,0.74553,0.000773332,0.000773332,0.000773332
25,238.053,0.93188,1.29202,1.00254,0.97897,1,0.995,0.78332,0.77927,2.26395,0.77099,0.000776704,0.000776704,0.000776704
26,247.423,0.97163,1.26458,1.01068,0.97111,1,0.995,0.78948,0.7043,2.22095,0.75425,0.0007777,0.0007777,0.0007777
27,256.795,0.94221,1.28377,0.99088,0.96854,1,0.995,0.79152,0.72803,2.18391,0.74471,0.00077632,0.00077632,0.00077632
28,266.182,0.91212,1.15369,0.96933,0.97537,1,0.995,0.77487,0.84187,2.08798,0.75423,0.000772564,0.000772564,0.000772564
29,275.45,0.87553,1.25895,0.95651,0.97537,1,0.995,0.77487,0.84187,2.08798,0.75423,0.000766432,0.000766432,0.000766432
30,284.721,0.9266,1.19372,0.99767,0.98367,1,0.995,0.70235,0.96955,2.14177,0.77235,0.000757924,0.000757924,0.000757924
31,294.421,0.99812,1.25191,0.99714,0.98183,1,0.995,0.82079,0.80842,2.02982,0.76105,0.00074704,0.00074704,0.00074704
32,304.062,1.08518,1.24758,0.98892,0.96908,1,0.995,0.87053,0.85516,2.02009,0.80401,0.00073378,0.00073378,0.00073378
33,313.33,0.92833,1.20014,1.00503,0.96908,1,0.995,0.87053,0.85516,2.02009,0.80401,0.000718144,0.000718144,0.000718144
34,322.627,0.87561,1.16388,1.00475,0.97002,1,0.995,0.83721,0.80025,1.90504,0.78348,0.0006932,0.0006932,0.0006932
35,331.983,0.97031,1.19372,0.96173,0.98203,1,0.995,0.82904,0.80926,1.85909,0.76666,0.0006536,0.0006536,0.0006536
36,341.317,0.88673,1.04196,0.96094,0.98245,1,0.995,0.79556,0.83619,1.81936,0.76305,0.000614,0.000614,0.000614
37,350.54,0.83835,1.0574,0.99934,0.98245,1,0.995,0.79556,0.83619,1.81936,0.76305,0.0005744,0.0005744,0.0005744
38,359.998,0.91227,1.02207,0.97536,0.98464,1,0.995,0.82057,0.84785,1.69046,0.77388,0.0005348,0.0005348,0.0005348
39,369.416,0.90803,1.10457,0.97808,0.98614,1,0.995,0.82057,0.8546,1.58314,0.775,0.0004952,0.0004952,0.0004952
40,378.732,0.89627,1.06813,0.99335,0.98641,1,0.995,0.79556,0.93698,1.52176,0.76584,0.0004556,0.0004556,0.0004556
41,387.925,0.75022,1.28331,0.93925,0.98641,1,0.995,0.79556,0.93698,1.52176,0.76584,0.000416,0.000416,0.000416
42,397.047,0.78316,1.27838,0.93891,0.9879,1,0.995,0.77057,0.96323,1.50988,0.75609,0.0003764,0.0003764,0.0003764
43,406.224,0.72832,1.22271,0.89065,0.98812,1,0.995,0.77057,0.90991,1.52913,0.74558,0.0003368,0.0003368,0.0003368
44,415.482,0.73885,1.27648,0.91483,0.98788,1,0.995,0.81432,0.84729,1.502,0.74059,0.0002972,0.0002972,0.0002972
45,424.692,0.76761,1.21659,0.87693,0.98788,1,0.995,0.81432,0.84729,1.502,0.74059,0.0002576,0.0002576,0.0002576
46,434.09,0.70132,1.20173,0.87929,0.98813,1,0.995,0.83886,0.7746,1.44516,0.72101,0.000218,0.000218,0.000218
47,443.275,0.72347,1.20927,0.91049,0.98869,1,0.995,0.87007,0.73909,1.40882,0.70383,0.0001784,0.0001784,0.0001784
48,452.529,0.72958,1.20429,0.87285,0.98903,1,0.995,0.86174,0.72623,1.38281,0.6983,0.0001388,0.0001388,0.0001388
49,461.658,0.65906,1.14838,0.88351,0.98903,1,0.995,0.86174,0.72623,1.38281,0.6983,9.92e-05,9.92e-05,9.92e-05
50,470.878,0.73131,1.11687,0.84667,0.98917,1,0.995,0.86174,0.72108,1.36751,0.69627,5.96e-05,5.96e-05,5.96e-05
